team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,runBlockStrength,runBlockFootwork,passBlockStrength,passBlockFootwork,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,playAction,throwOnTheRun,height,weight,age
Chargers,Hunter,Henry,TE,86,78,84,89,75,80,65,80,75,28,29,21,19,77,68,42,82,18,89,91,93,72,52,75,66,54,68,68,72,61,57,57,17,17,46,43,22,14,21,74,79,68,27,17,67,15,10,6,6,10,77,250,21
Bears,Akiem,Hicks,LE,96,78,63,79,82,67,79,36,35,26,26,25,25,45,45,85,81,10,93,83,73,20,10,15,35,10,10,45,45,45,45,45,85,70,84,82,79,15,37,15,15,15,80,15,15,6,6,6,6,6,77,324,26
Saints,Josh,Hill,TE,89,78,82,86,70,83,71,80,71,40,35,20,20,78,66,35,87,30,89,81,67,67,55,65,64,65,64,63,57,61,51,59,10,10,44,46,20,15,20,79,77,67,15,15,76,19,17,14,15,16,77,250,26
Texans,Kareem,Jackson,CB,25,78,88,89,55,82,84,77,50,22,35,5,6,40,40,63,81,44,90,85,67,20,37,70,10,70,80,40,45,45,45,45,50,39,52,74,84,71,82,59,39,25,55,84,10,1,1,1,1,1,70,188,28
Dolphins,Jelani,Jenkins,ROLB,53,78,83,87,73,85,75,64,64,25,25,20,20,45,45,79,86,10,85,93,84,45,44,39,48,45,54,45,45,45,45,45,71,79,70,82,75,59,69,39,45,15,87,50,25,6,6,6,6,6,72,245,24
Saints,John,Jenkins,DT,92,78,64,77,92,65,78,35,40,25,18,23,17,45,45,85,65,10,88,75,76,45,10,15,25,10,10,45,45,45,45,45,80,59,81,79,78,10,15,15,15,15,81,10,15,6,6,6,6,6,75,359,27
Browns,Duke,Johnson Jr.,HB,29,78,90,89,70,88,74,70,82,40,35,22,25,29,40,36,83,76,79,86,71,56,86,85,77,84,91,35,35,34,49,52,5,5,32,25,21,10,15,73,69,77,20,15,58,30,25,15,10,10,69,210,22
Giants,Devon,Kennard,LOLB,59,78,82,88,74,76,78,61,55,15,18,27,24,45,45,85,75,10,80,88,84,45,25,15,30,33,32,45,45,45,45,45,75,62,84,86,78,55,68,35,33,15,73,49,25,6,6,6,6,6,75,251,25
Eagles,Bennie,Logan,DT,96,78,68,79,88,63,83,42,45,19,21,25,21,45,45,88,69,10,92,79,74,45,15,28,35,30,25,45,45,45,45,45,74,49,88,86,83,20,35,15,15,15,78,10,25,6,6,6,6,6,74,315,26
Rams,Tre,Mason,HB,27,78,88,93,66,93,74,62,82,25,21,10,10,39,45,25,91,78,88,90,82,79,82,84,70,83,86,35,39,37,44,46,10,10,26,35,20,15,15,68,62,53,12,20,54,35,30,20,15,15,68,207,23
Eagles,Jordan,Matthews,WR,81,78,90,91,68,87,81,82,72,29,25,19,15,61,45,39,88,45,95,94,79,66,67,82,64,74,76,53,53,54,55,49,10,10,35,41,18,12,30,85,84,84,12,10,79,15,10,6,6,10,75,212,24
Titans,Brice,McCain,CB,33,78,90,92,43,87,77,68,46,18,30,22,24,45,45,50,88,59,88,94,71,10,72,66,30,75,70,45,45,45,45,45,29,33,40,69,77,78,82,55,49,25,46,70,34,6,6,6,6,6,69,190,29
49ers,Vance,McDonald,TE,89,78,81,84,83,76,67,78,75,35,34,15,14,82,77,42,84,25,88,91,73,77,54,79,69,72,67,66,54,60,58,66,40,33,51,55,32,24,34,82,70,55,55,25,69,35,33,32,22,35,76,267,26
Jets,Steve,McLendon,DT,99,78,62,78,86,64,81,33,40,35,22,20,25,45,45,91,67,10,90,75,80,10,10,10,10,10,10,45,45,45,45,45,76,59,84,84,81,15,20,15,15,15,72,10,15,6,6,6,6,6,75,310,30
Bears,Zach,Miller,TE,86,78,84,88,64,81,75,84,74,70,58,20,20,69,75,25,84,30,82,78,77,65,71,76,55,75,77,55,54,50,51,49,10,10,40,40,20,15,20,78,74,73,15,15,75,63,61,57,44,72,77,236,31
Jaguars,Roy,Miller III,DT,97,78,69,81,87,53,82,28,40,25,20,15,14,45,45,84,40,10,96,79,82,35,10,10,10,10,10,45,45,45,45,45,79,49,87,80,82,20,19,12,10,10,58,10,20,6,6,6,6,6,74,320,29
Steelers,Arthur,Moats,LOLB,55,78,80,87,68,74,80,37,55,15,18,27,24,45,45,77,84,10,88,85,75,30,32,15,30,10,51,45,45,45,45,45,81,74,82,83,80,51,64,20,20,15,81,50,25,6,6,6,6,6,72,246,28
Colts,Donte,Moncrief,WR,10,78,91,93,62,87,78,87,73,35,28,22,20,60,45,34,91,75,91,92,75,69,66,76,66,74,72,57,56,55,45,45,10,10,35,35,26,15,26,84,83,79,15,10,79,30,25,15,15,25,74,221,23
Redskins,Morgan,Moses,RT,76,78,59,71,89,60,69,35,45,30,30,25,25,84,82,30,64,10,85,84,80,20,12,10,30,10,10,79,87,81,90,85,10,10,20,28,15,12,15,15,15,15,20,10,15,6,6,6,6,6,78,335,25
Jaguars,Jared,Odrick,RE,75,78,67,80,85,68,83,21,35,10,8,24,21,45,45,78,69,10,77,79,90,24,10,10,10,10,17,45,45,45,45,45,82,70,79,81,83,13,29,12,10,10,75,10,12,6,6,6,6,6,77,304,28
Panthers,Michael,Oher,LT,73,78,62,78,93,63,82,25,40,25,40,28,10,68,87,39,71,11,97,89,95,35,21,10,35,10,10,75,95,87,86,68,10,10,39,25,10,12,12,12,20,10,12,10,12,6,6,6,6,6,76,315,30
Jaguars,Paul,Posluszny,MLB,51,78,80,87,75,78,88,62,65,30,35,8,14,45,45,88,78,10,87,98,95,40,15,38,52,10,50,45,45,45,45,42,62,46,65,87,88,62,68,30,25,15,78,65,15,6,6,6,6,6,74,242,31
Jets,Bilal,Powell,HB,29,78,86,90,73,83,84,67,85,35,33,25,26,45,74,44,74,75,88,85,77,70,78,86,75,80,76,39,35,37,46,44,10,10,35,40,28,12,12,60,66,67,15,15,65,35,30,20,15,15,70,204,27
Eagles,Rueben,Randle,WR,82,78,85,91,69,87,80,86,75,72,46,25,20,50,47,35,84,80,94,93,85,69,68,83,65,86,70,52,51,53,50,45,10,10,52,47,18,17,25,87,87,77,35,15,81,15,10,6,6,10,74,208,25
Rams,Garrett,Reynolds,LG,71,78,57,78,86,54,73,22,40,31,16,27,15,88,78,42,29,10,97,77,92,10,15,10,10,10,10,87,82,85,67,65,45,40,22,29,21,7,16,15,15,15,35,10,15,6,6,6,6,6,79,305,29
Saints,Craig,Robertson,ROLB,52,78,77,84,68,82,77,69,55,30,30,20,20,45,45,86,72,10,87,86,85,44,32,27,40,30,40,45,45,45,45,45,75,65,69,86,77,71,81,25,15,15,80,55,15,6,6,6,6,6,73,234,28
Colts,Patrick,Robinson,CB,25,78,86,90,55,87,79,65,65,22,12,25,16,45,45,58,86,45,90,91,69,15,67,55,22,55,75,45,45,45,45,45,46,35,57,77,79,83,76,65,62,55,49,83,15,6,6,6,6,6,71,191,28
Redskins,Brandon,Scherff,RG,75,78,71,79,85,70,75,35,40,30,30,25,25,89,75,32,81,10,85,88,94,25,15,10,30,10,10,85,91,88,82,76,10,10,26,22,18,10,15,15,15,15,25,10,15,6,6,6,6,6,77,323,24
Buccaneers,Jacob,Schum,P,5,78,63,57,49,60,61,25,40,45,45,92,87,16,19,22,30,10,89,90,48,10,15,10,10,10,10,16,16,16,19,19,10,10,14,18,19,10,25,15,15,15,12,10,15,30,30,25,20,20,71,211,27
Buccaneers,Austin,Seferian-Jenkins,TE,87,78,86,84,74,78,64,80,68,35,32,25,15,75,68,45,87,10,83,82,74,71,58,72,68,66,68,72,71,69,67,65,10,10,40,42,17,15,17,83,77,65,12,10,88,19,18,17,15,20,77,260,23
Vikings,Andrew,Sendejo,SS,34,78,84,89,65,81,76,69,65,30,28,45,35,45,45,75,78,45,90,84,75,25,40,35,30,45,47,45,45,45,45,45,38,48,58,75,76,58,75,35,30,20,81,65,20,6,6,6,6,6,73,210,28
49ers,Torrey,Smith,WR,82,78,91,92,60,90,77,80,70,35,32,20,20,59,43,35,92,70,93,95,85,43,84,88,66,82,77,55,57,48,30,35,10,10,36,35,25,20,25,89,85,79,12,15,78,26,22,24,24,22,72,205,27
Saints,C.J.,Spiller,HB,28,78,90,92,62,95,81,71,78,35,40,25,22,32,50,35,91,87,82,88,75,54,84,85,62,84,91,30,30,30,44,53,10,10,30,35,28,12,12,66,69,72,16,15,75,45,35,30,15,25,71,200,29
Cowboys,Cedric,Thornton,DT,92,78,61,75,88,67,80,34,40,12,13,10,15,45,45,91,67,10,90,74,74,10,12,10,10,10,10,45,45,45,45,45,78,57,85,84,80,23,34,15,15,15,84,12,15,6,6,6,6,6,76,309,28
Steelers,Lawrence,Timmons,MLB,94,78,79,89,75,83,88,54,65,13,35,20,11,45,45,81,84,10,92,94,82,10,45,20,29,35,56,45,45,45,45,45,78,80,70,83,88,51,57,40,25,20,90,61,15,6,6,6,6,6,73,234,30
Panthers,Mike,Tolbert,FB,35,78,75,82,82,73,86,59,82,28,28,22,22,61,55,51,59,10,90,86,84,88,59,84,90,73,75,68,69,65,65,64,25,20,35,56,13,15,20,45,60,70,45,25,55,6,6,6,6,6,69,250,30
Steelers,Stephon,Tuitt,RE,91,78,74,79,91,67,80,55,50,24,12,15,17,45,45,79,69,10,84,74,78,30,20,19,27,20,15,45,45,45,45,45,86,61,83,82,80,20,35,15,15,10,82,10,12,6,6,6,6,6,78,303,23
Dolphins,Laremy,Tunsil,LG,67,78,65,79,88,77,72,26,31,22,22,20,17,81,84,35,77,9,92,89,92,32,22,18,26,13,17,83,82,81,84,84,18,14,27,29,18,11,13,20,22,19,26,9,22,6,6,6,6,6,77,310,22
Falcons,Courtney,Upshaw,LOLB,91,78,79,84,74,72,78,41,40,32,40,16,15,45,45,86,78,12,98,83,94,55,20,25,39,20,19,45,45,45,45,45,76,60,84,85,78,59,65,15,15,15,89,26,25,6,6,6,6,6,74,272,26
Colts,Erik,Walden,LOLB,93,78,76,83,74,71,80,37,44,34,30,28,28,45,45,81,81,10,92,82,80,40,45,20,55,25,30,45,45,45,45,45,80,70,80,85,80,60,68,15,10,10,82,40,12,6,6,6,6,6,74,250,31
Ravens,Maxx,Williams,TE,87,78,80,87,69,82,61,84,76,45,40,22,22,80,60,42,85,40,87,84,74,73,68,79,64,72,75,65,61,60,55,56,10,10,49,33,19,22,25,85,79,67,12,10,67,15,10,6,6,10,76,250,22
Titans,Avery,Williamson,MLB,54,78,83,88,78,75,78,61,45,30,30,20,20,45,45,91,78,10,92,91,76,49,25,35,40,30,22,45,45,45,45,45,74,55,79,85,78,56,66,35,39,10,82,65,20,6,6,6,6,6,73,246,24
Seahawks,Luke,Willson,TE,82,78,87,91,72,83,75,79,73,45,40,22,22,65,49,42,89,40,79,85,84,67,60,68,54,72,75,66,65,64,51,53,10,10,49,33,19,22,25,84,80,71,12,10,72,15,10,6,6,10,77,252,26
Rams,Greg,Zuerlein,K,4,78,74,70,38,66,59,35,39,26,19,95,86,12,17,23,62,10,95,85,55,10,19,10,10,10,10,12,12,12,17,17,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20,72,196,28
Falcons,Robert,Alford,CB,23,77,91,91,47,94,74,75,64,29,27,15,14,45,45,46,95,73,80,92,69,29,75,79,40,77,84,45,45,45,45,45,25,35,41,69,74,82,74,64,45,20,47,72,15,6,6,6,6,6,70,186,27
Raiders,Nate,Allen,SS,20,77,87,91,55,85,76,72,65,27,21,28,24,45,45,71,87,44,81,92,72,10,45,65,45,55,65,45,45,45,45,45,45,55,58,76,76,62,77,75,65,15,67,77,15,6,6,6,6,6,73,210,28
Bears,Adrian,Amos,FS,38,77,93,92,73,84,72,60,65,30,30,25,25,45,45,54,86,35,92,88,66,40,54,56,44,55,62,45,45,45,45,45,42,47,63,72,72,73,80,55,52,20,55,75,15,15,10,10,15,15,72,218,23
49ers,Arik,Armstead,LE,91,77,69,81,85,75,72,45,46,35,32,30,30,45,45,85,83,10,87,73,65,44,26,20,45,25,15,45,45,45,45,45,87,71,81,73,72,25,61,15,10,10,77,35,12,6,6,6,6,6,79,292,22
Rams,Akeem,Ayers,ROLB,56,77,79,85,71,82,76,71,67,23,19,16,23,45,45,82,74,10,95,90,87,55,60,66,45,55,50,45,45,45,45,45,81,71,75,85,76,57,67,49,60,15,77,65,20,6,6,6,6,6,75,255,27
Cowboys,Cole,Beasley,WR,11,77,87,88,61,93,82,83,79,35,28,28,24,41,32,39,90,77,91,94,88,42,83,83,39,87,84,41,35,37,30,30,10,10,49,66,35,15,25,79,85,84,15,15,60,15,10,6,6,10,68,180,27
49ers,Antoine,Bethea,SS,41,77,86,87,65,82,72,68,65,12,15,14,14,45,45,73,86,65,96,90,75,39,30,32,28,48,52,45,45,45,45,45,43,70,64,80,72,61,76,42,40,30,80,35,32,15,10,10,15,15,71,206,32
Steelers,Chris,Boswell,K,9,77,74,71,44,65,58,29,45,29,25,92,87,24,16,35,65,10,94,84,49,15,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,10,15,10,12,37,33,27,10,8,74,185,25
Patriots,Alan,Branch,DT,97,77,64,80,91,54,78,25,40,16,25,17,26,45,45,83,45,10,87,65,86,10,18,10,10,10,10,45,45,45,45,45,81,53,84,74,78,22,30,12,10,10,65,10,12,6,6,6,6,6,78,350,31
Chiefs,Stevie,Brown,SS,27,77,85,90,66,80,74,75,62,30,30,25,25,45,45,72,82,40,92,88,82,45,35,44,35,50,52,45,45,45,45,45,61,45,68,80,74,62,72,45,40,20,77,46,15,15,10,10,15,15,71,215,29
Redskins,David,Bruton Jr.,SS,30,77,88,89,64,78,71,66,60,24,25,26,19,45,45,69,85,35,90,91,85,49,40,48,60,60,62,45,45,45,45,45,50,49,76,82,71,68,80,40,36,20,65,75,25,6,6,6,6,6,74,225,29
Browns,Desmond,Bryant,LE,92,77,71,82,84,62,80,36,35,19,19,27,24,45,45,84,65,10,85,77,75,15,10,10,10,10,10,45,45,45,45,45,86,62,76,82,80,25,41,12,10,10,83,10,12,6,6,6,6,6,78,310,30
Lions,Rafael,Bush,FS,31,77,86,84,56,87,71,62,50,24,25,22,21,45,45,67,85,33,87,84,72,44,62,55,50,54,59,45,45,45,45,45,35,44,62,77,71,69,78,40,40,15,87,66,25,6,6,6,6,6,71,205,29
Falcons,Adrian,Clayborn,LE,99,77,76,86,87,72,74,30,40,16,23,15,25,45,45,79,67,10,87,77,85,10,35,10,10,10,10,45,45,45,45,45,86,68,75,73,74,25,34,15,15,15,81,20,15,6,6,6,6,6,75,280,28
Redskins,Josh,Doctson,WR,18,77,89,90,66,88,72,87,71,25,24,23,22,34,32,34,94,54,88,93,84,54,84,86,59,82,87,28,24,24,33,31,11,11,32,46,24,28,24,93,88,76,15,16,70,20,15,15,6,15,74,206,22
Cowboys,Justin,Durant,LOLB,56,77,83,87,64,82,82,64,65,20,20,25,25,45,45,86,85,10,88,86,88,30,39,15,25,10,30,45,45,45,45,45,65,76,72,83,82,57,68,12,10,10,82,62,12,6,6,6,6,6,73,230,30
Saints,Dannell,Ellerbe,ROLB,59,77,80,84,65,82,80,57,55,33,40,20,21,45,45,77,74,10,85,91,90,45,10,19,27,45,45,45,45,45,45,45,65,73,67,82,80,66,73,30,25,15,85,60,30,6,6,6,6,6,73,245,30
Texans,C.J.,Fiedorowicz,TE,87,77,81,86,80,73,59,70,75,35,30,20,20,88,81,33,81,30,96,90,81,70,45,64,69,60,64,67,70,68,64,66,10,10,54,42,25,15,25,74,82,54,12,10,81,15,10,6,6,10,77,265,24
Bengals,Jake,Fisher,RT,74,77,72,79,83,68,70,54,56,22,15,19,19,83,81,24,82,10,83,87,77,24,15,35,29,25,15,79,74,76,84,90,15,10,26,21,20,11,15,45,52,42,25,10,45,6,6,6,6,6,78,306,23
Jaguars,Dante,Fowler Jr.,RE,56,77,85,89,73,84,66,58,55,25,25,21,22,45,45,85,82,10,79,82,77,55,45,50,45,52,45,45,45,45,45,45,72,82,75,83,66,51,60,44,49,15,88,42,28,6,6,6,6,6,75,261,22
Panthers,Ted,Ginn Jr.,WR,19,77,92,91,45,93,84,77,80,40,45,13,15,44,25,35,87,88,90,95,50,40,90,96,32,93,95,30,38,38,34,34,10,10,39,44,26,10,20,81,72,83,25,30,72,15,10,6,6,10,71,180,31
Jaguars,Tashaun,Gipson,FS,39,77,85,89,71,86,76,82,66,21,22,20,19,45,45,61,85,65,94,92,81,54,50,61,44,55,60,45,45,45,45,45,48,63,53,76,76,62,77,55,54,15,72,76,25,6,6,6,6,6,72,205,26
Rams,Jared,Goff,QB,16,77,78,86,63,69,74,24,57,92,82,21,20,21,17,27,67,11,90,93,89,32,40,63,34,44,53,21,20,19,19,18,9,9,21,28,21,12,18,20,20,18,17,9,19,84,83,78,73,80,76,215,21
Browns,John,Greco,RG,77,77,62,80,82,59,81,45,45,30,30,25,25,82,79,30,50,10,94,78,90,20,12,10,30,10,10,83,87,79,79,72,10,10,20,28,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,318,31
Texans,Andre,Hal,FS,29,77,91,89,55,86,73,70,65,30,30,18,19,45,45,51,87,40,94,89,65,30,72,65,35,69,75,45,45,45,45,45,30,35,38,73,73,81,83,55,40,20,45,70,32,6,6,6,6,6,70,188,24
Buccaneers,Vernon,Hargreaves III,CB,28,77,90,91,68,94,63,75,70,27,26,18,17,24,20,68,90,76,88,91,83,29,81,73,33,71,82,25,43,44,43,44,35,41,63,81,63,84,85,52,50,26,53,84,27,6,6,6,6,6,70,204,21
Redskins,Dustin,Hopkins,K,3,77,76,73,61,67,59,35,40,45,45,93,86,20,20,28,73,10,87,88,65,10,15,10,10,10,10,15,15,15,15,15,10,10,10,25,15,10,20,12,10,10,15,10,12,35,30,25,20,20,74,206,25
Bengals,Kevin,Huber,P,10,77,68,69,55,64,62,31,35,42,40,88,86,22,19,22,39,10,95,90,50,10,19,10,10,10,10,20,20,25,20,20,15,15,14,20,19,12,31,12,10,10,12,10,12,30,30,25,20,20,73,214,31
Redskins,Duke,Ihenacho,SS,29,77,86,87,68,86,74,63,65,24,22,15,19,45,45,72,90,58,89,86,78,48,45,52,45,60,61,45,45,45,45,45,62,54,67,79,74,60,69,57,60,25,85,65,20,15,10,10,15,15,73,208,27
Falcons,Tyson,Jackson,DT,94,77,70,82,86,63,85,25,40,16,23,15,25,45,45,83,68,10,95,85,90,35,10,10,10,10,10,45,45,45,45,45,74,44,86,81,85,24,30,15,15,15,75,20,15,6,6,6,6,6,76,296,30
Chargers,Stevie,Johnson,WR,11,77,86,91,65,84,82,81,69,35,35,25,25,38,30,25,87,78,95,96,95,56,81,88,64,84,81,40,49,51,45,45,10,10,40,30,20,12,25,84,83,79,12,18,77,15,10,6,6,10,74,207,30
Dolphins,Jason,Jones,RE,98,77,75,85,85,69,75,20,42,35,32,30,30,45,45,76,78,10,92,69,95,46,26,25,55,25,25,45,45,45,45,45,85,68,81,78,75,25,30,15,10,10,73,30,12,6,6,6,6,6,77,275,30
Redskins,Matt,Jones,HB,31,77,89,91,72,84,79,62,78,25,24,20,18,52,52,35,79,40,76,82,86,89,69,87,86,78,83,54,55,54,49,47,5,5,24,34,14,10,15,41,46,43,39,10,50,30,25,15,10,10,74,232,22
Bengals,Brandon,LaFell,WR,11,77,84,88,70,85,82,80,73,25,22,17,12,62,49,36,87,40,94,88,81,71,65,81,75,75,77,63,64,49,35,34,10,10,45,73,24,11,22,81,88,82,12,10,84,30,25,20,10,20,75,210,29
Seahawks,Jeremy,Lane,CB,20,77,88,88,48,88,75,68,60,22,25,25,25,45,45,63,96,70,90,93,66,16,71,60,25,62,72,45,45,45,45,45,29,31,53,65,75,80,81,44,40,15,72,75,15,6,6,6,6,6,72,190,26
Texans,Shane,Lechler,P,9,77,60,62,33,51,64,28,40,57,50,88,84,22,25,18,31,10,85,94,60,10,19,10,10,10,10,22,22,22,25,25,10,10,18,14,25,10,23,15,15,15,12,10,15,30,30,25,20,20,74,237,40
Saints,Tim,Lelito,LG,68,77,60,77,87,55,82,40,30,30,22,22,21,92,71,45,76,10,96,82,79,20,15,10,10,10,10,73,73,76,76,81,60,40,35,50,40,15,20,12,10,10,55,10,12,6,6,6,6,6,76,315,27
Jaguars,Brandon,Linder,RG,65,77,59,77,88,58,79,35,35,20,12,12,12,80,81,33,66,10,93,79,88,25,10,10,10,10,10,78,80,69,86,78,10,10,33,30,10,12,12,12,10,10,12,10,12,6,6,6,6,6,78,320,24
Patriots,Chris,Long,LE,95,77,75,88,88,72,84,45,50,30,30,30,30,45,45,74,87,10,86,87,95,40,28,30,55,20,30,45,45,45,45,45,77,57,78,82,84,30,65,15,10,10,70,30,12,6,6,6,6,6,75,270,31
Buccaneers,Ali,Marpet,RG,74,77,73,83,88,68,73,45,45,30,30,25,25,89,74,37,80,10,90,82,82,20,12,10,30,10,10,78,82,85,73,83,10,10,20,25,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,307,23
Chiefs,Josh,Mauga,MLB,90,77,80,87,68,79,81,60,54,19,22,24,21,45,45,83,70,10,75,88,87,44,48,42,35,10,30,45,45,45,45,45,71,65,76,84,81,67,79,20,15,15,80,45,25,6,6,6,6,6,73,245,29
Patriots,Shea,McClellin,ROLB,58,77,83,89,67,73,80,54,45,12,14,16,17,45,45,86,75,10,91,80,75,40,30,35,39,45,21,45,45,45,45,45,63,77,72,79,80,53,64,20,20,20,68,50,12,6,6,6,6,6,75,250,27
Buccaneers,Clinton,McDonald,DT,98,77,73,84,83,65,78,32,22,36,19,20,20,45,45,80,64,10,86,78,87,22,24,20,25,25,20,45,45,45,45,45,81,58,82,77,78,22,32,15,26,15,66,24,25,6,6,6,6,6,74,297,29
Buccaneers,Bradley,McDougald,FS,30,77,87,86,64,88,72,77,67,27,21,28,24,45,45,72,83,65,89,90,75,39,65,74,45,72,74,45,45,45,45,45,45,50,52,72,72,68,77,74,65,49,62,72,15,6,6,6,6,6,73,209,25
Texans,Benardrick,McKinney,MLB,55,77,84,87,69,80,74,49,54,25,25,20,20,45,45,89,90,10,94,84,78,50,25,29,47,25,30,45,45,45,45,45,75,49,81,86,74,64,73,15,15,15,88,42,12,6,6,6,6,6,76,246,23
49ers,Bruce,Miller,FB,49,77,80,86,78,72,77,65,73,25,25,20,20,71,71,73,68,10,93,93,88,66,38,62,75,50,45,73,80,84,67,62,72,45,71,79,50,35,45,72,74,70,72,50,55,6,6,6,6,6,74,248,29
Jaguars,Jason,Myers,K,2,77,69,71,43,47,59,30,34,45,45,96,83,20,20,20,40,10,85,80,50,15,22,19,16,23,14,15,15,15,15,15,10,10,10,28,15,10,25,12,10,10,12,10,12,35,30,25,20,20,70,195,25
Falcons,Keanu,Neal,SS,22,77,87,88,75,88,67,70,65,34,23,21,18,30,22,71,89,76,90,91,93,48,61,59,56,63,66,30,43,43,44,43,40,46,55,81,67,66,75,45,43,44,93,71,42,15,15,15,6,6,72,211,21
Texans,Brock,Osweiler,QB,17,77,75,75,70,77,74,25,58,96,77,26,15,22,21,23,81,10,96,88,87,40,35,54,45,44,45,21,21,21,19,20,10,10,23,19,15,10,15,39,27,10,15,10,15,84,81,76,68,75,80,240,25
Dolphins,DeVante,Parker,WR,11,77,91,93,69,88,70,83,74,28,25,19,12,48,39,36,90,45,78,88,84,66,64,86,60,76,81,42,42,44,35,34,10,10,35,40,20,10,20,84,86,80,12,10,82,30,25,20,10,20,75,218,23
Jaguars,Jermey,Parnell,RT,78,77,62,72,84,60,79,21,25,18,13,12,11,82,75,25,45,10,88,79,74,10,17,10,10,10,10,80,79,82,79,77,10,10,25,31,25,13,20,15,15,15,25,10,15,6,6,6,6,6,78,316,30
49ers,Bradley,Pinion,P,5,77,66,73,55,62,60,39,40,52,45,91,85,29,25,35,70,10,92,85,55,15,19,15,10,10,10,22,21,21,20,20,10,10,19,35,20,15,15,15,15,15,15,10,15,51,42,32,25,24,77,229,22
Saints,Sheldon,Rankins,DT,99,77,71,83,86,80,67,41,38,23,21,17,17,33,27,84,83,9,90,83,91,33,15,18,25,17,16,42,46,45,44,45,84,67,83,82,67,26,34,26,28,13,80,13,15,6,6,6,6,6,74,305,22
49ers,Eric,Reid,FS,35,77,88,92,63,85,67,72,64,25,29,20,21,45,45,62,94,60,90,89,78,64,42,56,55,40,44,45,45,45,45,45,66,43,70,78,67,68,81,65,64,35,93,69,40,15,10,10,15,15,73,213,24
Rams,Greg,Robinson,LT,73,77,74,84,94,71,75,35,40,25,40,28,15,74,81,40,76,11,95,85,94,21,10,15,19,15,20,83,95,85,88,72,10,10,39,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,77,332,23
Bears,Eddie,Royal,WR,19,77,89,93,46,94,80,85,73,35,35,30,30,61,30,25,87,88,90,91,72,45,88,87,40,83,89,35,40,40,38,35,10,10,35,35,20,10,35,80,77,82,12,15,66,15,10,6,6,10,70,185,30
Falcons,Mohamed,Sanu Sr.,WR,12,77,88,89,75,87,77,84,76,77,66,64,49,42,47,47,88,77,92,93,85,74,73,88,82,75,74,63,59,57,45,43,10,10,60,57,39,39,52,90,83,75,15,15,79,49,52,65,25,35,74,210,27
Bills,Colton,Schmidt,P,6,77,64,64,50,61,60,39,49,50,45,89,89,29,25,23,63,10,92,82,61,10,29,15,10,10,10,29,29,29,25,25,10,10,12,33,15,15,28,15,15,15,13,10,15,45,42,25,20,31,71,225,25
Panthers,Mike,Scifres,P,5,77,67,62,42,54,63,32,40,56,49,87,85,33,33,42,40,10,76,86,65,10,21,10,10,10,10,33,33,33,33,33,10,10,22,15,27,13,12,12,10,10,12,10,12,30,30,25,20,20,74,215,35
Buccaneers,Donovan,Smith,LT,76,77,72,81,88,68,74,25,25,30,30,25,25,76,83,39,82,10,87,80,74,25,10,15,10,10,10,80,89,80,86,77,10,10,25,24,20,15,20,12,10,10,19,10,12,6,6,6,6,6,78,338,23
Redskins,Preston,Smith,ROLB,94,77,82,89,81,74,73,49,55,20,25,37,30,45,45,79,83,10,93,75,76,45,25,45,45,45,42,45,45,45,45,45,86,68,80,81,73,52,60,40,30,21,77,42,35,6,6,6,6,6,77,268,23
Vikings,Andre,Smith,RT,72,77,58,76,95,55,76,23,40,16,19,14,29,75,78,14,25,10,88,80,90,10,18,10,10,10,10,85,97,85,93,81,10,10,14,23,24,16,12,15,15,15,20,10,15,6,6,6,6,6,76,325,29
Saints,Willie,Snead,WR,83,77,87,93,63,86,79,85,77,25,27,15,14,56,35,30,86,78,90,91,71,34,79,85,40,72,83,35,43,38,33,29,10,10,30,39,26,18,13,78,82,84,15,15,74,15,10,6,6,10,71,195,23
Raiders,Clive,Walford,TE,88,77,79,82,72,77,68,82,76,35,33,33,32,74,59,45,85,25,88,87,80,66,62,74,64,72,68,66,65,66,61,64,20,20,45,44,15,12,15,81,79,63,44,25,79,40,35,33,35,44,76,258,24
Ravens,Mike,Wallace,WR,12,77,91,93,56,89,77,85,69,28,24,16,17,41,33,32,89,79,92,97,75,48,87,84,38,80,89,25,26,24,20,21,10,10,40,37,27,10,21,87,81,76,12,10,74,15,10,6,6,10,72,205,30
Bills,Aaron,Williams,SS,23,77,89,88,62,86,75,60,60,27,40,10,11,45,45,65,90,71,90,90,70,45,50,67,45,73,74,45,45,45,45,45,40,55,59,71,75,70,78,55,46,30,68,85,15,6,6,6,6,6,72,199,26
